Date,Maximum_Temp,Minimum_temp,Relative Humidity_AVG,Rain fall_mm,Wind velocity_km/hr,Sunshine_hr
7/26/2020,30.5,25.5,79.5,0.00,5.5,0.2
7/27/2020,33,25,67,0.00,4.6,1.1
7/28/2020,30,24.5,77.5,0.00,4.1,0.5
7/29/2020,33.5,24.5,75,0.00,6,7.9
7/30/2020,34.5,23.5,67.5,0.00,3.6,7.2
7/31/2020,34,24,66,0.00,3.4,9
8/1/2020,31,24,78,8.00,1.9,1.5
8/2/2020,33,23.5,70.5,2.10,3.4,5.8
8/3/2020,31,23,80.5,0.00,2.5,1.1
8/4/2020,33.5,23,75,0.20,2.8,4
8/5/2020,33.5,23,79.5,7.00,2.7,6.4
8/6/2020,29.5,24,86,0.00,5.28,0.2
8/7/2020,32,24,71.5,0.00,8.4,1.7
8/8/2020,34,24.5,68.5,0.90,6.55,3.2
8/9/2020,33,24,71.5,5.00,6.9,6.3
8/10/2020,33.5,24,69.5,0.00,3.5,7.7
8/11/2020,32.5,25,74,1.90,5,5
8/12/2020,34.5,23,74,0.00,4.96,9.8
8/13/2020,35,21.5,62.5,0.00,4.39,10.3
8/14/2020,34.5,23,58.5,0.00,4.5,10.5
8/15/2020,34.5,22,58.5,0.00,3.9,9.7
8/16/2020,35.5,22,62,0.00,3.65,9.7
8/17/2020,36.5,21.5,58,0.00,4.07,10.8
8/18/2020,35.5,22.5,56,0.00,5.3,9.5
8/19/2020,37,22,53,0.00,2.8,10
8/20/2020,36.5,21,57.5,0.00,3.35,10.3
8/21/2020,38.5,22,57.5,0.00,2.1,10.5
8/22/2020,37,22.5,65,0.00,2.9,10
8/23/2020,36,22,63.5,0.00,2.34,8.8
8/24/2020,37,21.5,61.5,0.00,2.14,10.5
8/25/2020,36.5,22.5,65,17.00,1.3,7.1
8/26/2020,35.5,22.5,76.5,6.60,2.3,9.6
8/27/2020,35.5,23.5,67.5,0.00,2.6,6.7
8/28/2020,34.5,22,60.5,0.00,3.3,7.9
8/29/2020,34.5,24,57.5,0.00,5.5,10.7
8/30/2020,35.5,23,64,0.00,3.5,5.8
8/31/2020,35.5,25.5,63,0.00,5.5,6.4
9/1/2020,35,24,68.5,0.00,3.4,1.4
9/2/2020,33,22.5,79,1.20,2.1,1.6
9/3/2020,34.5,24,62,0.00,3.2,7.3
9/4/2020,35.5,22.5,58.5,0.00,3.3,8.2
9/5/2020,34.5,23,63,0.70,2.2,4.9
9/6/2020,34.5,22.5,76,7.50,5.5,4.9
9/7/2020,31.5,26.5,68,0.00,5.73,0.8
9/8/2020,35,23.5,64.5,1.20,3.7,4.3
9/9/2020,33.5,23,81.5,2.10,2.5,5.2
9/10/2020,33.5,22.5,66.5,0.80,2.8,7.6
9/11/2020,34.5,22.5,70.5,0.00,2.2,4.7
9/12/2020,34.5,23.5,84.5,8.20,1.8,3
9/13/2020,32.5,23,77,0.80,3.4,1.8
9/14/2020,33,23.5,78,0.00,3.3,1.6
9/15/2020,35.5,23,74.5,9.30,2.5,7.2
9/16/2020,34.5,23,76,0.00,2.3,7.3
9/17/2020,34,23.5,68.5,0.50,2.5,6.8
9/18/2020,32.5,24,81.5,7.80,3.3,1.1
9/19/2020,33,23.5,71.5,4.70,2.3,3.3
9/20/2020,33,23,75.5,12.50,2.6,4
9/21/2020,31.5,23,73,4.50,2.1,4
9/22/2020,34,25,74,0.80,4.9,5.8
9/23/2020,33.5,25.5,66,0.00,7.1,8.4
9/24/2020,29,24,64,0.20,3,6.6
9/25/2020,32.5,22.5,72,0.00,1.4,1.1
9/26/2020,35,22,63.5,0.00,2.9,9.5
9/27/2020,36,22.5,65,0.00,2.4,7.8
9/28/2020,34.5,22.5,72,4.90,2,7.7
9/29/2020,30.5,23.5,81.5,1.60,1.7,1
9/30/2020,31,23.5,90,3.70,3.4,0.1
10/1/2020,34.5,22,60.5,0.00,3.8,9
10/2/2020,35.5,24,57,0.00,3.9,9.8
10/3/2020,35,24.5,54,0.00,5.35,8.1
10/4/2020,35,25,61,0.00,7.6,9.3
10/5/2020,35,25,55.5,0.00,7.7,10
10/6/2020,35,25,56,0.00,4.85,9.9
10/7/2020,36.5,22,57,0.00,4.3,8.1
10/8/2020,37.5,23,56.5,0.00,4.8,8.3
10/9/2020,34,23,68,4.60,1.2,3.4
10/10/2020,35,23.5,60,0.00,3,8.6
10/11/2020,34,25,70,2.20,5,5.8
10/12/2020,34,23.5,75,2.80,3.5,5.4
10/13/2020,35,23.5,56.5,3.90,5.9,8.5
10/14/2020,33.5,23.5,73,0.70,2.7,4.9
10/15/2020,34,24,70,0.00,4.7,2.8
10/16/2020,35.5,24.5,57.5,0.00,6.9,9.2
10/17/2020,35.5,24,62.5,0.00,6.2,8.2
10/18/2020,36.5,24,56,0.00,6.5,9.3
10/19/2020,36,24,59,0.00,4.9,6.4
10/20/2020,35,23,55.5,0.00,3.9,10.5
10/21/2020,36,23.5,59,0.00,4.6,8.9
10/22/2020,36,26,59,0.00,5.6,9.2
10/23/2020,35.5,25,56.5,0.00,6.7,10.5
10/24/2020,35.5,25,59,0.00,6.6,9.3
10/25/2020,36,24.5,60,0.00,5,7.7
10/26/2020,37.5,23.5,55.5,0.00,3.1,9.5
10/27/2020,33.5,22.5,74.5,0.00,2,1.4
10/28/2020,36,22,79.5,0.00,1.4,4.9
10/29/2020,36,22.5,66.5,0.00,2.2,8
10/30/2020,38,22.5,66,11.30,1.9,7.1
10/31/2020,35,23.5,68.5,0.00,1.8,7.3
11/1/2020,36.5,23.5,73,0.00,1.5,5
11/2/2020,35,23.5,68,0.00,1.6,3.1
11/3/2020,36.5,23,66,38.50,1.8,7.5
11/4/2020,35,25,74,8.60,1.6,6.5
11/5/2020,35.5,22.5,74,110.70,2.12,7.9
11/6/2020,32,22,92,4.30,0.84,1.2
11/7/2020,35,22,78,0.90,1.53,6.8
11/8/2020,34.5,22.5,83,14.70,1.07,6.4
11/9/2020,34.5,21.5,38.5,28.00,1.8,8.3
11/10/2020,32.5,22.5,85,13.10,1.3,2.7
11/11/2020,33.5,22.5,74.5,1.80,1.3,6.4
11/12/2020,33,23.5,78.5,2.00,0.8,3.9
11/13/2020,35.5,21.5,70.5,28.30,1.4,8
11/14/2020,35.5,23,81.5,0.30,0.98,7.1
11/15/2020,35,24,75,42.00,1.4,7.8
11/16/2020,33,23,85,1.20,0.52,0.7
11/17/2020,35.5,23.5,75.5,17.60,1.58,4.1
11/18/2020,33,23,75.5,0.20,1.72,4.7
11/19/2020,34,22,74.5,0.00,1.22,8.3
11/20/2020,34.5,23.5,75,0.00,1.15,7.9
11/21/2020,33.5,23,77.5,0.20,0.9,4.9
11/22/2020,31,23,83,0.10,0.67,1
11/23/2020,34,22.5,74.5,2.40,0.9,5.3
11/24/2020,33.5,24.5,72,0.00,6.3,7.5
11/25/2020,35,22,65.5,0.00,2.64,5.1
11/26/2020,34.5,22,62,0.00,1.54,9.8
11/27/2020,35,21.5,63.5,0.00,1.96,9.1
11/28/2020,35.5,22,66,18.60,1.21,8.6
11/29/2020,35.5,22,70,0.00,1.05,8.3
11/30/2020,31,23,74,0.00,1.31,8.6
12/1/2020,32,23.5,81.5,0.00,0.88,2.4
12/2/2020,31.5,25,81,0.00,7.4,2
12/3/2020,33.5,22,61,0.00,4.51,9.6
12/4/2020,34,22.2,65.5,0.00,2.8,9
12/5/2020,34.5,21,62.5,0.00,3.3,9.8
12/6/2020,35,20.5,75.5,0.00,1.1,8
12/7/2020,35.5,23.5,69.5,46.10,1.4,8.8
12/8/2020,35,21,74.5,0.00,1.32,7.3
12/9/2020,34.5,22,68.5,0.00,1,9.8
12/10/2020,34.5,21.5,73,0.00,1,8
12/11/2020,35,22,70.5,0.00,1.56,8.6
12/12/2020,35,21.5,72.5,20.70,1.32,6.6
12/13/2020,34,21,78,0.00,1.29,7.3
12/14/2020,31.5,20.5,72,0.00,0.67,5.1
12/15/2020,34,21,69.5,0.00,1.2,9.3
12/16/2020,35,21,73.5,0.00,1.1,9.3
12/17/2020,34.5,22,76,0.00,1.13,8
12/18/2020,35,22.5,77.5,1.20,0.86,7
12/19/2020,33,23,79,1.40,1.83,3.8
12/20/2020,31,23,79.5,2.50,2.04,3.8
12/21/2020,32,23,77,1.40,2,3.6
12/22/2020,29,23,92,0.00,0.74,0.1
12/23/2020,32.5,22,83,39.30,1.26,6.4
12/24/2020,33.5,22.5,75.5,26.20,1.1,7
12/25/2020,34.5,21,75,0.20,0.93,8.5
12/26/2020,35,23,66.5,6.20,1.05,8
12/27/2020,35,22,80.5,1.00,1.07,6.9
12/28/2020,34,23.5,83,29.20,1.26,6.4
12/29/2020,34.5,21,75.5,0.00,1.21,8
12/30/2020,34,23,71.5,0.70,1.67,10
12/31/2020,31.5,22.5,86.5,7.70,1.8,5.3
1/1/2021,27,22.5,92,1.30,0.5,0.1
1/2/2021,29.5,22.5,78,0.00,1.1,5.2
1/3/2021,30,23.5,81.5,15.10,0.7,0.4
1/4/2021,32.5,22,94,7.20,0.8,2
1/5/2021,34,22,92,28.70,1.1,6.6
1/6/2021,33,22.5,79.5,0.00,1.5,5.5
1/7/2021,33,22.5,81.5,0.00,0.9,4.5
1/8/2021,32.5,23,84,7.80,0.7,2.8
1/9/2021,27,23,94,2.70,0.1,0
1/10/2021,28.5,23,90.5,0.50,0.4,0.2
1/11/2021,31.5,22.5,85,17.50,1,3.3
1/12/2021,31,23,92,16.80,0.8,3
1/13/2021,27.5,23,88,24.00,0.1,0.2
1/14/2021,32.5,23,79,16.50,1.1,4.5
1/15/2021,30.5,23,92.5,0.50,0.8,4.2
1/16/2021,31.5,22,88.5,0.00,0.7,0.7
1/17/2021,33,21.5,86.5,0.00,1,2.9
1/18/2021,32.5,21.5,84.5,0.00,1.4,5.7
1/19/2021,32,21,82,10.60,0.9,3.7
1/20/2021,35,23,77,0.00,1.3,8.6
1/21/2021,34.5,21.5,73.5,0.00,1.2,8.9
1/22/2021,35,22,77.5,0.00,1.3,8.3
1/23/2021,32.5,20.5,75,0.00,1.5,7
1/24/2021,33.5,20,74,0.00,1,8.3
1/25/2021,34.5,20.5,73.5,0.00,1,8.9
1/26/2021,34,23,70.5,0.00,1,9.4
1/27/2021,34.5,19,56.5,0.00,0.6,8
1/28/2021,33,23,78,0.00,1.1,6.8
1/29/2021,33.5,22,81,1.50,0.7,1.7
1/30/2021,34,21.5,84.5,9.70,1.1,6
1/31/2021,33.5,22,76,0.00,1.5,6.5
2/1/2021,34,21,66,0.00,2,10.1
2/2/2021,33,21.5,74,0.00,2.8,8.9
2/3/2021,27.5,21,89.5,0.00,0.4,0.5
2/4/2021,32,18,77,0.00,1.1,3.1
2/5/2021,32.5,17.5,79.5,0.00,0.9,2.2
2/6/2021,33,21,84.5,1.70,0.9,4.6
2/7/2021,33.5,21,75,0.00,1.9,9.8
2/8/2021,34,21,73.5,5.80,1.2,7.3
2/9/2021,35,20.5,88.5,0.00,1.4,10.4
2/10/2021,34.5,19,70,0.00,1.1,7.7
2/11/2021,34.5,19.5,69.5,0.00,1.1,8
2/12/2021,35.5,21,69,0.00,1,8.3
2/13/2021,35.5,22.5,70,0.00,1.8,9.4
2/14/2021,30.5,22,72.5,1.20,1.3,7.1
2/15/2021,34.5,23,90,0.00,1.3,4.8
2/16/2021,35.5,22,70.5,3.90,1.9,9.3
2/17/2021,35,22,77,0.00,1.6,8.5
2/18/2021,36,21,70.5,0.00,1.7,7.6
2/19/2021,36.5,22,69,4.40,1.9,9.6
2/20/2021,35.5,21,69.5,0.00,1.8,9.2
2/21/2021,34.5,20,67,0.00,2,9.1
2/22/2021,36,21.5,68.5,11.20,1.5,7.9
2/23/2021,35.5,21,71,0.00,1.3,8.7
2/24/2021,35,22,74.5,0.00,1.1,8.2
2/25/2021,37.5,21.5,62.5,0.00,1.4,10
2/26/2021,36,23.5,76,0.00,1.7,9.7
2/27/2021,35.5,22,73.5,0.00,1.3,9
2/28/2021,36,20.5,69.5,0.00,1.6,9.9
3/1/2021,36.5,19.5,61.5,0.00,1.4,9.9
3/2/2021,36,18,61,0.00,1.6,9.9
3/3/2021,35,18.5,66.5,0.00,1.6,8.8
3/4/2021,36,20.5,60,0.00,1.3,10
3/5/2021,33,21,68,0.00,0.6,2.2
3/6/2021,36.5,21.5,86,19.00,1,5.6
3/7/2021,36,22.5,82.5,16.70,0.9,6.8
3/8/2021,34.5,21.5,84.5,2.20,1.2,5.7
3/9/2021,35.5,21.5,70,0.00,1.6,9.1
3/10/2021,34,22,86.5,2.40,1.9,5.7
3/11/2021,33.5,22.5,86.5,27.30,1.6,6.2
3/12/2021,34,20.5,74,0.00,1.9,8.8
3/13/2021,35,22,68.5,0.00,1.8,9.1
3/14/2021,35,20,70,0.00,2.2,9.4
3/15/2021,35.5,21,64,0.00,1.6,9.9
3/16/2021,35.5,21.5,68,0.00,1.4,7.8
3/17/2021,35.5,22.5,74,0.00,1.6,8.3
3/18/2021,30,22,83.5,0.00,0.6,0.2
3/19/2021,29,21.5,81,0.00,0.8,0.1
3/20/2021,35.5,23,75.5,7.30,1.1,5
3/21/2021,35.5,22,71,27.10,0.5,6.6
3/22/2021,35.5,22,76.5,0.00,1.4,8.5
3/23/2021,34.5,23.5,71.5,0.20,1.5,5.9
3/24/2021,33,22,76,0.90,1.4,3.9
3/25/2021,30.5,22,75.5,0.00,1.6,1.2
3/26/2021,35.5,22.5,68,0.10,2.4,8.3
3/27/2021,32.5,23,79,0.00,1.4,3.9
3/28/2021,31,22,76,21.10,1,5.4
3/29/2021,35,21.5,73.5,11.00,1.6,4.6
3/30/2021,36,22.5,61.5,0.00,1.7,9.8
3/31/2021,35.5,22.5,68.5,0.00,1.7,9.1
4/1/2021,35.5,22.5,76,0.00,2.9,8.6
4/2/2021,34,21.5,79,0.00,1.6,2.3
4/3/2021,31,21.5,68.5,0.00,5,9.7
4/4/2021,35,18.5,65,0.00,1.8,9.2
4/5/2021,36.5,23.5,70.5,0.00,1.1,8.8
4/6/2021,36,22,64.5,16.50,1.6,7.9
4/7/2021,35.5,21,71.5,40.80,1.5,7.6
4/8/2021,34.5,22,76,0.00,1.2,7
4/9/2021,35.5,22.5,69.5,0.00,1.4,8.7
4/10/2021,35.5,22.5,71,1.00,1.6,8.7
4/11/2021,35,22.5,75.5,11.40,1.2,7.5
4/12/2021,36,22,82,42.30,1.5,6.8
4/13/2021,35.5,22.5,83,0.80,1.2,7.6
4/14/2021,35,22.5,79.5,23.50,1.1,7.9
4/15/2021,34.5,22,77,0.00,1.8,8.4
4/16/2021,33.5,23.5,88.5,2.00,1.4,6.8
4/17/2021,33.5,23,92,3.50,1.3,3.9
4/18/2021,33,21,83,0.30,1.3,5.8
4/19/2021,35,22.5,75,0.40,2.6,9.6
4/20/2021,35.5,23,72.5,2.30,1.1,10.7
4/21/2021,34.5,22,73,0.00,1.6,7.5
4/22/2021,35,23,71,0.00,1.8,9.6
4/23/2021,36,23,75.5,0.00,1.2,8.3
4/24/2021,36,22.5,70,3.80,1.2,10.3
4/25/2021,36,23,70,0.00,1.2,9
4/26/2021,35.5,23,76,0.00,1.4,9
4/27/2021,35,23,78.5,1.30,1.6,9.1
4/28/2021,35.5,23,82,1.00,1.3,6.8
4/29/2021,35.5,24,76.5,0.20,1.4,6.3
4/30/2021,36,24,81.5,0.50,1.2,5.3
5/1/2021,34.5,23,81.5,0.00,1.5,6
5/2/2021,35,23,72.5,3.00,1.2,8.4
5/3/2021,29.5,22.5,83.5,37.00,1.2,6.4
5/4/2021,35,22,80.5,14.80,0.6,4.4
5/5/2021,30,24,77,32.70,1.4,9.7
5/6/2021,35,23.5,73.5,6.00,0.7,6.1
5/7/2021,34,23.5,77.5,0.00,1.1,5.4
5/8/2021,35.5,23,72.5,5.00,1.2,7.3
5/9/2021,34.5,34.5,76,46.90,1.3,7.8
5/10/2021,33.5,23,82,0.00,1,4.5
5/11/2021,35.5,23,72.5,3.10,1.7,9.2
5/12/2021,34,23.5,80,0.00,0.9,5
5/13/2021,34,25,82,1.40,3.9,2.3
5/14/2021,34,25,64.5,0.00,6.2,7.3
5/15/2021,33.5,25.5,71.5,0.00,2.8,2.5
5/16/2021,36,24,67,0.00,3.6,8.7
5/17/2021,37,23,67,0.00,1.5,10.1
5/18/2021,36.5,23,73,0.00,0.8,8.8
5/19/2021,35.5,23.5,66.5,24.20,1.1,6.9
5/20/2021,34.5,23,75.5,0.50,2.1,6.8
5/21/2021,33.5,24.5,80,2.70,1.5,3.3
5/22/2021,33.5,23.5,63.5,2.10,3,9
5/23/2021,33,25,78,2.20,1.8,4.3
5/24/2021,32,24,85,26.80,1.8,3.4
5/25/2021,31.5,25,81.5,2.20,5.9,5.2
5/26/2021,32.5,24.5,78,0.30,4.7,4.8
5/27/2021,35,25,76.5,0.00,4.4,8.7
5/28/2021,34,26,68.5,0.00,5.8,9.9
5/29/2021,33,26.5,68.5,0.00,7.4,10
5/30/2021,33,26.5,75,0.00,8.1,9.2
5/31/2021,34,25,68,0.00,7.1,10
6/1/2021,34,25,66,0.00,6.4,9.8
6/2/2021,36,23.5,63.5,0.00,2.3,10.2
6/3/2021,34.5,24.5,72,0.40,1.8,6.4
6/4/2021,34.5,24,76,0.40,2.1,3.4
6/5/2021,34,22,78.5,0.00,1.8,5.2
6/6/2021,35,21.5,66,0.00,2,9.5
6/7/2021,36,23.5,69.5,5.20,2,9.1
6/8/2021,32,23.5,74,5.60,2.3,6
6/9/2021,33.5,24,78.5,1.00,2.2,5.5
6/10/2021,35,22,68,0.00,2.3,10.3
6/11/2021,35,22,61,0.00,3.5,10.8
6/12/2021,35,23.5,63.5,0.00,3.7,8.3
6/13/2021,35,24,72.5,0.30,3.7,10.9
6/14/2021,34.5,23,64.5,0.00,2.7,10
6/15/2021,34.5,22,66.5,0.00,2.2,9.5
6/16/2021,35.5,25.5,65,0.00,5.6,10
6/17/2021,35,26,60,0.00,6.6,9.6
6/18/2021,37.5,26,60,0.00,6.4,9.9
6/19/2021,35.5,26,56,0.00,7.5,9.9
6/20/2021,36.5,25.5,55,0.00,4.8,9.9
6/21/2021,36,23,57,0.00,4.9,9.8
6/22/2021,35.5,23,68.5,0.00,2.2,6.6
6/23/2021,34.5,22,61,0.00,2.9,11.5
6/24/2021,35,23.5,76,1.00,3,10
6/25/2021,35,23,58.5,0.00,4.4,11.1
6/26/2021,34,23,66.5,0.00,3.3,8
6/27/2021,34.5,22.5,64.5,0.00,3.1,8.3
6/28/2021,35,21.5,60.5,0.00,3,8.5
6/29/2021,34.5,22.5,65,0.00,2.7,11.4
6/30/2021,35,23,63.5,0.00,2.7,10.1
7/1/2021,34.5,21,76.5,35.10,2.9,6
7/2/2021,35,23,66.5,0.00,2.6,9.9
7/3/2021,35.5,22.5,66.5,0.00,2,8
7/4/2021,35.5,23,71,12.20,4,7.3
7/5/2021,36,23,66,0.00,2.4,8.2
7/6/2021,35,23,77.5,0.00,1,4.3
7/7/2021,35,24,80,0.00,1.3,5.7
7/8/2021,35.5,23.5,65.5,0.10,2.8,8.4
7/9/2021,31,23,76.5,53.80,2.3,3.5
7/10/2021,31,25.5,72,0.00,8,1.5
7/11/2021,33,25,73,0.00,4.7,4.9
7/12/2021,32.5,26,70,0.00,6.2,9.2
7/13/2021,33,26,65.5,0.00,7.9,10
7/14/2021,33.5,26,64.5,0.00,8,7.5
7/15/2021,34,26,68,0.00,6.3,5
7/16/2021,33.5,25.5,64,0.00,6.6,7.3
7/17/2021,34,23,70.5,0.00,2.5,6.9
7/18/2021,34.5,25.5,70.5,0.00,6.3,7.2
7/19/2021,34,26,61.5,0.00,7.2,10
7/20/2021,34.5,23,55.5,0.00,8,9.4
7/21/2021,34,26,65.5,0.00,9.2,7
7/22/2021,35,23,65.5,1.40,5,2.1
7/23/2021,33,23.5,70.5,3.30,3.7,3.2
7/24/2021,33,24,77,0.30,3.3,3.9
7/25/2021,35.5,24.5,70.5,0.00,4.3,7.2
7/26/2021,31,25,74.5,0.00,5.5,2.3
7/27/2021,35,25.5,65,0.00,6.5,9.1
7/28/2021,35.5,26,66,0.00,6.7,8.3
7/29/2021,35,26,58.5,0.00,7.3,9.9
7/30/2021,35,25.5,58,0.00,7.5,11.3
7/31/2021,35.5,23,58,0.00,6.2,10.2
8/1/2021,34.5,25,62,0.00,6.4,10.1
8/2/2021,35,25,60,0.00,4.8,9.7
8/3/2021,34.5,24,66,0.00,6.2,8.4
8/4/2021,34.5,23,63,0.00,6.1,9
8/5/2021,34.5,23,62.5,0.00,6.4,9.7
8/6/2021,34,25,66.5,0.00,8,10
8/7/2021,32,25,71,4.60,5.5,3.9
8/8/2021,33,23.5,68.5,0.00,2.9,4.8
8/9/2021,35.5,24,66,0.00,5.2,9.4
8/10/2021,34,25,63,0.00,5.9,8.3
8/11/2021,34,26,66.5,0.00,5,4.3
8/12/2021,34,26,70.5,0.00,8,8.2
8/13/2021,34,25.5,66,0.00,6.5,6.9
8/14/2021,33,26,68,0.00,9.8,7
8/15/2021,32.5,25.5,67.5,0.00,6.8,0.2
8/16/2021,34,23,61.5,0.00,5.3,8
8/17/2021,34,23,60.5,0.00,3.6,9
8/18/2021,35.5,24.5,58,0.00,6.8,10.2
8/19/2021,35.5,25.5,56,0.00,7,10.5
8/20/2021,37,25,58,0.00,4,9.3
8/21/2021,34,23.5,71,0.00,1.6,5.7
8/22/2021,31.5,22.5,86,9.50,0.9,0
8/23/2021,34.5,26,67,0.00,3.7,10.5
8/24/2021,34.5,23.5,66,0.00,3.3,9.7
8/25/2021,34.5,23,74.5,4.20,2.6,4.3
8/26/2021,35,23,76,3.90,3.9,8.7
8/27/2021,33.5,25.5,78,0.00,6.2,4.3
8/28/2021,33,24.5,71,0.00,4.9,4.1
8/29/2021,35.5,24.5,77,0.00,5.4,2.9
8/30/2021,34.5,24.5,67,0.00,7,3.5
8/31/2021,34.5,22,70.5,0.00,4.7,10.5
9/1/2021,35.5,24,60,0.00,3.6,8.4
9/2/2021,32,22,78,0.00,2.2,0.1
9/3/2021,32.5,23.5,70,7.60,2.5,1.3
9/4/2021,33,25.5,73.5,11.50,2,3.6
9/5/2021,32,24,63,3.00,3.2,3
9/6/2021,33.5,24,74.5,0.00,3.3,3.6
9/7/2021,35.5,23,63,0.00,3.5,8.7
9/8/2021,35,22.5,63.5,0.00,3.5,9.6
9/9/2021,36,22,59,0.00,3.8,8.3
9/10/2021,35.5,23.5,63,2.20,5,9.5
9/11/2021,34.5,22,64,0.00,4,5.7
9/12/2021,35,23,63.5,0.00,4.8,8.6
9/13/2021,34.5,23.5,63,0.00,3.9,8.7
9/14/2021,35.5,22.5,63,0.30,2.8,8.6
9/15/2021,35,23.5,65.5,0.00,3.6,8.6
9/16/2021,34,23.5,60.5,0.00,4.2,6.2
9/17/2021,36,23,64,0.00,3.1,9.2
9/18/2021,37,22.5,58,0.00,2.9,8.5
9/19/2021,36.5,23.5,78.5,0.20,2.5,6.6
9/20/2021,36,23,78,0.00,1.6,5.2
9/21/2021,34.5,23,70,0.00,3.5,8.4
9/22/2021,34.5,23,58.5,0.00,3.5,7.1
9/23/2021,37.5,26,58.5,0.00,6.6,9.6
9/24/2021,37,24,75.5,5.20,2.2,5.1
9/25/2021,35,25,61.5,0.00,5.5,8.5
9/26/2021,32,23.5,85,14.10,4.2,1.7
9/27/2021,34,25,66,0.00,6.7,8.4
9/28/2021,31,24.5,71.5,2.80,7.5,1.7
9/29/2021,35,26,62.5,0.00,9.2,5.3
9/30/2021,34,24.5,70,3.50,6,1.5
10/1/2021,32,21,85.5,38.60,1.4,1.5
10/2/2021,33,23.5,81.5,11.60,1.7,5.7
10/3/2021,33.5,34,76.5,0.80,2.7,7.6
10/4/2021,31.5,23.5,77.5,10.40,1.6,3.2
10/5/2021,31,23.5,87,6.60,1.5,2
10/6/2021,32.5,22.5,73,0.00,3.2,7.1
10/7/2021,34,25.5,79.5,0.00,4.4,9.4
10/8/2021,34,22.5,80,0.00,5.1,9.4
10/9/2021,34,24.5,65.5,0.00,4.4,7.4
10/10/2021,33,24,68.5,6.60,3.9,5.9
10/11/2021,30.5,24,79.5,4.40,6.4,1.3
10/12/2021,33,26,71,3.40,6.5,5.5
10/13/2021,34,24.5,63,0.00,5.7,10.3
10/14/2021,34.5,23,63,0.00,3.9,9.9
10/15/2021,34.5,23.5,65.5,0.50,3.4,7.5
10/16/2021,34.5,24,62,0.30,4.8,9.5
10/17/2021,35.5,25.5,67,0.10,6.7,6.1
10/18/2021,34,23.5,66,0.00,5.4,10.5
10/19/2021,37,23,74.5,0.00,2.8,7.6
10/20/2021,36,23,88.5,5.90,1.3,5.2
10/21/2021,35.5,23,71,95.60,1.9,8
10/22/2021,35,21,72.5,33.20,1.3,7.7
10/23/2021,34,21.5,69.5,0.00,2.4,7.8
10/24/2021,34,23.5,72.5,0.00,3.2,9
10/25/2021,36.5,23,80,6.30,1.3,6.5
10/26/2021,33,21,82,135.30,1.2,3.2
10/27/2021,32.5,23,79.5,0.30,1.5,5.8
10/28/2021,33.5,23.5,81,73.20,1.1,5.5
10/29/2021,33.5,23,83,1.30,1.1,5.3
10/30/2021,33.5,22.5,85,4.20,1.1,5.6
10/31/2021,35,23,75.5,0.10,1.7,8.1
11/1/2021,33,23.5,80,2.40,1,5.8
11/2/2021,35,23,74,0.10,1.5,8.9
11/3/2021,33,23.5,79,5.00,2.7,4.8
11/4/2021,32,23.5,86.5,0.90,1.8,2.5
11/5/2021,33,23,77.5,0.00,2.3,1.2
11/6/2021,34,23.5,73,4.40,3.4,6.9
11/7/2021,30.5,23.5,77.5,9.40,3.6,2.2
11/8/2021,29.5,23,77,5.80,5.6,0.8
11/9/2021,33.5,24,79.5,0.00,3.9,5.9
11/10/2021,32,23,67,0.00,6.6,8.4
11/11/2021,33.5,23,67,0.00,2.7,10.7
11/12/2021,32,24,76.5,1.20,3,6
11/13/2021,33.5,25,60.5,0.00,5.3,9.9
11/14/2021,32,23.5,74,0.00,4.7,6
11/15/2021,33,23.5,71.5,6.30,3,8
11/16/2021,33,23,77,3.00,4.9,7.1
11/17/2021,31,24,74,0.00,3.4,0.4
11/18/2021,34,22.5,65.5,0.00,3.8,6.4
11/19/2021,33,22,72,7.10,2,7.5
11/20/2021,34,22,62.5,0.00,4.4,10.2
11/21/2021,34.5,20,52,0.00,4.5,11.2
11/22/2021,36,22.5,63.5,0.00,1.8,9.3
11/23/2021,33,23.5,76.5,42.60,1.1,6
11/24/2021,31.5,24,85.5,20.40,0.9,2
11/25/2021,27,21.5,90,3.20,0.3,0.1
11/26/2021,33.5,23,84.5,1.60,1.8,7.2
11/27/2021,33.5,23.5,79.5,1.40,1.8,8.5
11/28/2021,30.5,23.5,86.5,17.50,0.6,1.6
11/29/2021,32,23,82,4.30,0.9,2.5
11/30/2021,34,22,83.5,0.00,1.5,4.7
12/1/2021,34,21.5,77,23.40,0.6,8.3
12/2/2021,34,23.5,75,0.60,1.7,8.8
12/3/2021,33.5,24,81,10.80,1.7,7.7
12/4/2021,32,23,89,24.50,1.4,5.6
12/5/2021,34.5,22.5,82,41.50,1.2,7.1
12/6/2021,33.5,23,74.5,18.30,1.6,8.2
12/7/2021,35,21.5,73,0.00,1,8
12/8/2021,35,24,64,2.70,0.9,8.9
12/9/2021,34.5,21,67,0.00,1.5,9.4
12/10/2021,33.5,22,78,0.00,1.2,5.4
12/11/2021,34,22.5,71.5,0.00,2.1,9.9
12/12/2021,31,23,87.5,12.80,1.1,0.8
12/13/2021,29.5,22.5,86,5.60,0.8,1.3
12/14/2021,32.5,23,76,0.40,0.9,3.2
12/15/2021,32,22,84.5,0.30,0.7,2.4
12/16/2021,34.5,23,79.5,20.50,1,7.1
12/17/2021,32.5,22.5,90,18.20,1.1,4.8
